NLW FACS 787 Aberystwyth Harbour Records,,,"KEY          
Illegible Word =
Illegible letter =
Guess =
,1910-05-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-05-22,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-05-23,blk,SS Marie,Glasgow,98612,SS,Richmond,Rheidol Mines Co.,$$$$$,67,4,,16,9,,16,9,2 ships registered in this name - Nos. 98612 & 119152.,,,
,1910-05-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-06-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-06-11,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-04-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-07-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-07-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-07-16,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-07-22,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-07-21,blk,Anglesey,Beaumaris,97571,SS,Tyrrell,Rheidol Mines,Dynamite,54,1   1/2,,6,9,,6,9,,,,
,1910-07-30,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-08-03,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-08-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-08-20,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
,1910-08-22,blk,Argus,[Marstal],blk,$,[Jensen],R. Roberts & Sons,Timber,176,6,4,8,0,4,8,0,,,,
,1910-08-22,blk,Glenrose,Newcastle,125448,blk,$$$$$,blk,$$$$$$$,108,4,1,16,0,1,16,0,,,,
,1910-08-23,blk,Anglesey,Beaumaris,97571,blk,Tyrrell,Rheidol Mines Co.,Dynamite,54,1  1/2,,6,9,,6,9,,,,
,1910-08-27,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-09-02,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-09-09,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-09-18,blk,SS $ora,Liverpool, blk,3 Mast,Jones,SS Packet Company,General,74,4,1,1,5,4,,,,,,
blk,1910-09-18,blk,[Amor],Marstal,blk,blk,Rassmusson,John Lloyd & Coy,Timber,169,5,4,4,6,4,4,6,,,,
blk,1910-09-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,1,8,,,,,,
blk,1910-10-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,1,8,,,,,,
blk,1910-10-02,blk,Anglesey,Beaumaris,97571,SS,Tyrrell,$,Lead,54,172,0,6,9,0,6,9,,,,
blk,1910-10-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-10-11,blk,Admiral,Liverpool,97556,blk,Barton,R. Richards & Son,Cement,61,4,1,0,4,1,0,4,"Steam ship 'Admiral' 120914 found registered (also Sailing ships 99343, 96329 and 16462)",,,
blk,1910-10-17,blk,[Schnr. J. A. Kroman],Marstal,blk,blk,$$istona$,R. Roberts & Sons,Timber,158,6,3,19,0,3,19,0,,,,
blk,1910-10-19,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-10-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-10-29,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-10-30,blk,SS Dunster Castle,Liverpool,128012,SS,Owens,Liverpool & Aberystwyth Coal Co.C,Coals,[61],4,1,0,4,1,0,4,,,,
blk,1910-11-05,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-11-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-11-19,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-11-27,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-12-03,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-12-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-12-17,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1910-12-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-01-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-01-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-01-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-01-21,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-01-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-02-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-02-11,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-02-19,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-01,blk,SS Admiral,Liverpool,97556,SS,Barton,R. Roberts & Sons,$,61,4,1,0,4,1,0,4,,,,
blk,1911-03-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-05,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-16,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-19,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-03-31,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-04-02,blk,Mourne,Chester,See note,Ketch,[Rawling} See note,Corporation,Cement,610,4,1,0,4,1,0,4,Steam ship 'Mourne' 102021 found registered for Chester for 1910,,,
blk,1911-04-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-04-12,blk,Dunard ,Glasgow,98692,SS,Tyrrel,Rheidol [mines],[Light],57,1 1/2,0,7,2,0,7,2,,,,
blk,1911-04-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-04-24,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-04-30,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-05-09,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-05-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-05-20,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-05-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-06-02,blk, , , ,, ,, ,,,,,,,,,,,,
blk,1911-06-02,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-06-09,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-06-17,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-06-17,blk,Mary Catherine,Beaumaris,21269,ketch,Roberts,Corporation,Cement,62,4,1,0,8,1,0,8,,,,
blk,1911-06-24,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-07-03,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-07-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-07-16,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-07-23,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-07-26,blk,Brign. Pollux,[Frederik$$$d],blk,Brign.,[Strommson],John Lloyd & Coy,Timber,215,6,5,7,6,5,7,6,,,,
blk,1911-07-27,blk,Rosie,blk,blk,Sch.,Bideford,D.C. Roberts,Timber,89,6,2,4,6,2,4,6,,,,
blk,1911-07-30,blk,SS Dora,Liverpool,113396,SS,Williams,SS Packet Company,General,74,67,1,5,4,1,5,4,,,,
blk,1911-08-07,blk,SS Dora,Liverpool,113396,SS,Williams,SS Packet Company,General,74,4,1,5,4,1,5,4,,,,
blk,1911-08-12,blk,SS Dora,Liverpool,113396,SS,Williams,SS Packet Company,General,74,4,1,5,4,1,5,4,,,,
blk,1911-08-25,blk,MS [Lilian],Liverpool,See note,MS,Hughes,R. Richards & Son,Cement,77,4,1,5,8,1,5,8,Steam ship 'Lilian' 93756 found registered for Liverpool for 1887,,,
blk,1911-08-25,blk,Harvest Home,Skegness,blk,Sch.,Hanson,D.C. Roberts,Timber,79,6,11,19,6,11,19,6,,,,
blk,1911-08-27,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-09-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-09-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-09-17,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-09-23,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-09-23,blk,Abbotsford,Glasgow,119155,SS,Campbell,$ C. Company,Cement,69,4,1,3,0,1,3,0,,,,
blk,1911-10-02,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-10-07,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-10-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-10-21,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-10-27,blk,Porthgain,Bristol,127071,SS,Cook,National Library (H. Willcocks & Co.),Block Stone,105,4,1,15,0,,,,,,,
blk,1911-10-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-11-07,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-11-13,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-11-28,blk,Telephone,Liverpool,68289,SS,Roberts,SS Packet Company,General,75,4,1,5,0,1,5,0,,,,
blk,1911-12-04,blk,SS Dora,Liverpool,113396,SS,Williams,SS Packet Company,General,74,4,1,4,8,,,,,,,
blk,1911-12-12,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-12-21,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1911-12-31,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-01-07,blk,SS Coaster,Newcastle,114441,Ketch,$,$ mines,Light,82,4,1,0,6,1,0,6,,,,
blk,1912-01-08,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-01-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-01-21,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-01-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-02-01,blk,"[Brigantine ""Fortuna""]",Truro,98456,Sch.,Bate,Willcock & Co.,Granite Stone,111,4,1,17,0,1,17,0,,,,
blk,1912-02-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-02-11,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-02-18,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-02-24,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-03-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-03-02,blk,SS Grosvenor,Liverpool,124107,SS,Parry,M. H.  Davis & Son,F$$$$s [Phosphate],65,4,1,1,8,,,,,,,
blk,1912-03-09,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-03-16,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-03-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-04-06,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-04-13,blk,Porthgain,Bristol,127071,SS,Cook,National Library (H. Willcocks & Co.),Block Stone,105,4,1,15,0,1,15,0,,,,
blk,1912-04-19,blk,Brigantine Agnes,Marstal,blk,Brgn.,Jensen,C. Roberts,Timber,176,6,4,8,0,4,8,0,,,,
blk,1912-04-21,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-04-28,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-05-04,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-05-14,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-05-18,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-05-26,blk,SS Grosvenor,Liverpool,124107,SS,Parry,SS Packet Company,General,65,4,1,1,8,,,,,,,
blk,1912-05-29,blk,SS Dora,Liverpool,113396,SS,Jones,R. Richards & Son,Cement,79,4,1,5,6,1,5,6,,,,
blk,1912-06-02,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-06-10,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,Amount Paid,,,
blk,1912-06-15,blk,SS The Forester,Gloster,119638,SS,Cook,[D]. Willcock & Co.,Stone,79,4,1,6,4,1,6,4,,,,
blk,1912-06-15,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-06-23,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-06-29,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-07-06,blk,SS [Grosvenor],Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-07-13,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,Amount Paid,,,
blk,1912-07-14,blk,SS The Forester,Gloster,119638,SS,Cook,H. Willcock & Co,Stone,79,4,1,6,4,1,6,4,,,,
blk,1912-07-20,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,Paid 8/8/1912,,,
blk,1912-07-28,blk,SS Dora,Liverpool,113396,SS,Williams,S.P. Coy,General,76,4,1,5,4,1,5,4,,,,
blk,1912-08-03,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-08-10,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-08-17,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-08-25,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-09-01,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-09-10,blk,SS Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-09-13,blk,SS. The Forester,[Liverpool],119638,SS,Cook,H. Willcock & Co,Stone,79,4,1,6,4,1,6,4,,,,
blk,1912-09-17,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-09-22,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-09-30,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-10-06,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-10-13,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-10-22,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-10-31,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-11-05,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-11-09,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-11-17,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-11-23,blk,SS. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-11-23,blk,S.S. The Forester,Gloster,119638,SS,Cook,H. Willcock & Co,Stone,79,4,1,6,4,,,,,,,
blk,1912-12-03,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-12-11,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-12-21,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1912-12-28,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,Dec. 1912,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,blk,blk,blk,blk,blk,13,19,2,,,,
blk,1913-01-02,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-01-13,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-01-19,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-01-28,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-02-06,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-02-12,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-02-17,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-02-22,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-03-05,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-03-09,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,$.H.[Lewis] & Hartley,Guano,65,4,1,1,8,,,,,,,
blk,1913-03-14,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-03-25,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,blk,65,4,1,1,8,,,,,,,
blk,1913-03-25,blk,S.S. The Forester,[Liverpool],124107,SS,Cook,H. Willcock & Co,Block Stone,79,4,1,6,4,,,,,,,
blk,1913-04-03,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-04-13,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-04-20,blk,S.S. The Forester,Gloster,119638,SS,Cook,H. Willcock & Co,Block Stone,79,4,1,6,4,1,6,4,,,,
blk,1913-04-23,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-04-29,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-05-03,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,,,,,,,,
blk,1913-05-10,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,,,,,,,,
blk,1913-05-17,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,,,,,,,,
blk,1913-05-19,blk,S.S. The Forester,Gloster,119638,SS,Cook,H. Willcock & Co,Stone,79,4,1,6,4,1,6,4,,,,
blk,1913-05-24,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-05-31,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-06-04,blk,S.S. The Forester,Gloster,119638,SS,Parry,H. Willcock & Co,Block Stone,79,4,1,6,4,1,6,4,,,,
blk,1913-06-07,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-06-[16],blk,H.H. [Petersen],Marstal,blk,SS,[Christiansen],John Lloyd & Co.,Timber,166,6,4,3,0,4,3,0,,,,
blk,1913-06-14,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-06-21,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-06-29,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-07-06,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-07-08,blk,[Berg In Skiblader],Fredrikstad,blk,blk,Olsen,R. Roberts & Sons,Timber,160,6,4,0,0,4,0,0,,,,
blk,1913-07-13,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-07-19,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-07-26,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-08-02,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-08-09,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-08-17,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-08-04,blk,S.S. The Forester,Gloster,119638,SS,Cook,H. Willcocks & Co,Stone,79,4,1,6,4,1,6,4,,,,
blk,1913-08-20,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,H. Willcocks & Co,Stone,79,4,1,6,4,1,6,4,,,,
blk,1913-08-23,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-09-06,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
blk,1913-09-13,blk,S.S. Grosvenor,Liverpool,124107,SS,Parry,S.P. Coy,General,65,4,1,1,8,,,,,,,
